kanji, hanViet,
悪,ÁC,
安,AN,
暗,ÁM,
委,ỦY,
意,Ý,
医,Y,
育,DỤC,
員,VIÊN,
飲,ẨM,
院,VIỆN,
運,VẬN,
泳,VỊNH,
駅,DỊCH,
央,ƯƠNG,
横,HOÀNH,
屋,ỐC,
温,ÔN,
化,HOÁ,
荷,HÀ,
界,GIỚI,
開,KHAI,
階,GIAI,
寒,HÀN,
感,CẢM,
漢,HÁN,
館,QUÁN,
岸,NGẠN,
期,KÌ,
起,KHỞI,
客,KHÁCH,
宮,CUNG,
急,CẤP,
球,CẦU,
究,CỨU,
級,CẤP,
去,KHỨ,
橋,KIỀU,
業,NGHIỆP,
局,CỤC,
曲,KHÚC,
銀,NGÂN,
区,KHU,
苦,KHỔ,
具,CỤ,
君,QUÂN,
係,HỆ,
軽,KHINH,
決,QUYẾT,
血,HUYẾT,
研,NGHIÊN,
県,HUYỆN,
庫,KHỐ,
湖,HỒ,
向,HƯỚNG,
幸,HẠNH,
港,CẢNG,
号,HIỆU,
根,CĂN,
祭,TẾ,
坂,PHẢN,
皿,MÃNH,
仕,SĨ,
使,SỬ,
始,THỦY,
指,CHỈ,
死,TỬ,
詩,THI,
歯,XỈ,
事,SỰ,
持,TRÌ,
次,THỨ,
式,THỨC,
実,THỰC,
写,TẢ,
者,GIẢ,
主,CHỦ,
取,THỦ,
守,THỦ,
酒,TỬU,
受,THỤ,
州,CHÂU,
拾,THẬP,
終,CHUNG,
習,TẬP,
集,TẬP,
住,TRÚ,
重,TRỌNG,
宿,TÚC,
所,SỞ,
暑,THỬ,
助,TRỢ,
勝,THẮNG,
商,THƯƠNG,
昭,CHIÊU,
消,TIÊU,
章,CHƯƠNG,
乗,THỪA,
植,THỰC,
深,THÂM,
申,THÂN,
真,CHÂN,
神,THẦN,
身,THÂN,
進,TIẾN,
世,THẾ,
整,CHỈNH,
昔,TÍCH,
全,TOÀN,
想,TƯỞNG,
相,TƯƠNG,
送,TỐNG,
息,TỨC,
速,TỐC,
族,TỘC,
他,THA,
打,ĐẢ,
対,ĐỐI,
待,ĐÃI,
代,ĐẠI,
第,ĐỆ,
題,ĐỀ,
炭,THAN,
短,ĐOẢN,
談,ĐÀM,
着,TRƯỚC,
柱,TRỤ,
注,CHÚ,
丁,ĐINH,
帳,TRƯỚNG,
調,ĐIỀU,
追,TRUY,
定,ĐỊNH,
庭,ĐÌNH,
笛,ĐỊCH,
鉄,THIẾT,
転,CHUYỂN,
登,ĐĂNG,
都,ĐÔ,
度,ĐỘ,
島,ĐẢO,
投,ĐẦU,
湯,THANG,
等,ĐẲNG,
豆,ĐẬU,
動,ĐỘNG,
童,ĐỒNG,
農,NÔNG,
波,BA,
配,PHỐI,
倍,BỘI,
箱,TƯƠNG,
畑,ĐIỀN,
発,PHÁT,
反,PHẢN,
板,BẢN,
悲,BI,
皮,BÌ,
美,MỸ,
鼻,TỴ,
筆,BÚT,
氷,BĂNG,
表,BIỂU,
病,BỆNH,
秒,MIỂU,
品,PHẨM,
負,PHỤ,
部,BỘ,
服,PHỤC,
福,PHÚC,
物,VẬT,
平,BÌNH,
返,PHẢN,
勉,MIỄN,
放,PHÓNG,
味,VỊ,
命,MỆNH,
面,DIỆN,
問,VẤN,
役,DỊCH,
薬,DƯỢC,
油,DU,
有,HỮU,
由,DO,
遊,DU,
予,DỰ,
様,DẠNG,
洋,DƯƠNG,
羊,DƯƠNG,
葉,DIỆP,
陽,DƯƠNG,
落,LẠC,
流,LƯU,
旅,LỮ,
両,LƯỠNG,
緑,LỤC,
礼,LỄ,
列,LIỆT,
練,LUYỆN,
路,LỘ,
和,HOÀ,
