kanji, hanViet,
哀,AI,
慰,ÚY,
詠,VỊNH,
悦,DUYỆT,
閲,DUYỆT,
宴,YẾN,
炎,VIÊM,
欧,ÂU,
殴,ẨU,
乙,ẤT,
卸,TÁ,
穏,ỔN,
佳,GIAI,
嫁,GIÁ,
架,GIÁ,
華,HOA,
餓,NGẠ,
塊,KHỐI,
怪,QUÁI,
悔,HỐI,
慨,KHÁI,
概,KHÁI,
該,CAI,
穫,HOẠCH,
郭,QUÁCH,
隔,CÁCH,
岳,NHẠC,
掛,QUẢI,
滑,HOẠT,
冠,QUÁN,
勘,KHÁM,
喚,HOÁN,
換,HOÁN,
敢,CẢM,
緩,HOÃN,
肝,CAN,
貫,QUÁN,
企,XÍ,
忌,KỊ,
既,KÍ,
棋,KÌ,
棄,KHÍ,
軌,QUỸ,
騎,KỊ,
欺,KHI,
犠,HI,
菊,CÚC,
吉,CÁT,
喫,KHIẾT,
虐,NGƯỢC,
虚,HƯ,
峡,HẠP,
脅,HIẾP,
凝,NGƯNG,
斤,CÂN,
緊,KHẨN,
愚,NGU,
偶,NGẪU,
遇,NGỘ,
桑,TANG,
刑,HÌNH,
啓,KHẢI,
契,KHIẾT,
憩,KHẾ,
掲,YẾT,
携,HUỀ,
鶏,KÊ,
鯨,KÌNH,
倹,KIỆM,
賢,HIỀN,
幻,ẢO,
孤,CÔ,
弧,HỒ,
雇,CỐ,
顧,CỐ,
娯,NGU,
悟,NGỘ,
坑,KHANH,
孔,KHỔNG,
巧,XẢO,
慌,HOẢNG,
拘,CÂU,
控,KHỐNG,
甲,GIÁP,
硬,NGẠNH,
絞,GIẢO,
綱,CƯƠNG,
郊,GIAO,
酵,DIẾU,
克,KHẮC,
獄,NGỤC,
墾,KHẨN,
恨,HẬN,
紺,CÁM,
魂,HỒN,
債,TRÁI,
催,THÔI,
削,TƯỚC,
搾,TRÁ,
錯,THÁC,
撮,TOÁT,
擦,SÁT,
暫,TẠM,
施,THI,
祉,CHỈ,
諮,TƯ,
侍,THỊ,
慈,TỪ,
軸,TRỤC,
湿,THẤP,
疾,TẬT,
赦,XÁ,
邪,TÀ,
殊,THÙ,
寿,THỌ,
潤,NHUẬN,
遵,TUÂN,
徐,TỪ,
匠,TƯỢNG,
掌,CHƯỞNG,
昇,THĂNG,
晶,TINH,
焦,TIÊU,
衝,XUNG,
鐘,CHUNG,
冗,NHŨNG,
嬢,NƯƠNG,
譲,NHƯỢNG,
錠,ĐĨNH,
嘱,CHÚC,
辱,NHỤC,
伸,THÂN,
審,THẨM,
辛,TÂN,
炊,XÚY,
粋,TÚY,
衰,SUY,
遂,TOẠI,
酔,TÚY,
随,TÙY,
髄,TỦY,
瀬,LẠI,
牲,SINH,
請,THỈNH,
隻,CHÍCH,
惜,TÍCH,
斥,XÍCH,
籍,TỊCH,
摂,NHIẾP,
潜,TIỀM,
繕,THIỆN,
措,THỐ,
礎,SỞ,
粗,THÔ,
阻,TRỞ,
双,SONG,
掃,TẢO,
葬,TÁNG,
遭,TAO,
憎,TĂNG,
促,XÚC,
賊,TẶC,
怠,ĐÃI,
滞,TRỆ,
胎,THAI,
袋,ĐẠI,
逮,ĐÃI,
滝,LANG,
卓,TRÁC,
択,TRẠCH,
託,THÁC,
諾,NẶC,
奪,ĐOẠT,
胆,ĐẢM,
鍛,ĐOÁN,
壇,ĐÀN,
稚,TRĨ,
畜,SÚC,
窒,TRẤT,
抽,TRỪU,
鋳,CHÚ,
駐,TRÚ,
彫,ĐIÊU,
聴,THÍNH,
超,SIÊU,
鎮,TRẤN,
陳,TRẦN,
墜,TRỤY,
帝,ĐẾ,
締,ĐẾ,
訂,ĐÍNH,
哲,TRIẾT,
塗,ĐỒ,
斗,ĐẨU,
凍,ĐÔNG,
痘,ĐẬU,
陶,ĐÀO,
匿,NẶC,
篤,ĐỐC,
豚,ĐỒN,
如,NHƯ,
尿,NIỆU,
粘,NIÊM,
婆,BÀ,
排,BÀI,
陪,BỒI,
縛,PHƯỢC,
伐,PHẠT,
伴,BẠN,
帆,PHÀM,
畔,BẠN,
藩,PHIÊN,
蛮,MAN,
卑,TI,
泌,BÍ,
碑,BI,
姫,CƠ,
漂,PHIÊU,
苗,MIÊU,
符,PHÙ,
赴,PHÓ,
封,PHONG,
伏,PHỤC,
覆,PHÚC,
墳,PHẦN,
紛,PHÂN,
癖,PHÍCH,
穂,TUỆ,
募,MỘ,
慕,MỘ,
簿,BỘ,
倣,PHỎNG,
奉,PHỤNG,
崩,BĂNG,
縫,PHÙNG,
胞,BÀO,
芳,PHƯƠNG,
邦,BANG,
飽,BÃO,
乏,PHẠP,
妨,PHƯƠNG,
房,PHÒNG,
某,MỖ,
膨,BÀNH,
謀,MƯU,
墨,MẶC,
没,MỘT,
翻,PHIÊN,
魔,MA,
埋,MAI,
膜,MÔ,
又,HỰU,
魅,MỊ,
婿,TẾ,
滅,DIỆT,
免,MIỄN,
幽,U,
憂,ƯU,
誘,DỤ,
揚,DƯƠNG,
揺,DAO,
擁,ỦNG,
抑,ỨC,
裸,LOẢ,
濫,LẠM,
吏,LẠI,
隆,LONG,
了,LIỄU,
猟,LIỆP,
糧,LƯƠNG,
陵,LĂNG,
厘,LI,
励,LỆ,
零,LINH,
霊,LINH,
裂,LIỆT,
廉,LIÊM,
錬,LUYỆN,
炉,LÔ,
廊,LANG,
楼,LÂU,
浪,LÃNG,
漏,LẬU,
湾,LOAN,
